MeriŞOr||27552503|337067||2014-02-14T21:52:24+00:00|F20 /1322 /2010|2014-02-14T21:52:24+00:00||Hunedoara|56|0|CrĂCiunesc Maria PersoanĂ FizicĂ AutorizatĂ|Merişor
Bobaia||27552511|337097||2014-02-14T21:52:29+00:00|F20 /1323 /2010|2014-02-14T21:52:29+00:00|0767704576|Hunedoara|25|0|OcoliŞAn Marinela ÎNtreprindere IndividualĂ|Bobaia
Deva||27552473|330113||2014-02-14T21:52:34+00:00|F20 /1319 /2010|2014-02-14T21:52:34+00:00|0723080268|Hunedoara|B Dul Nicolae BĂLcescu|0|Torok Karol Taxi PersoanĂ FizicĂ AutorizatĂ|Deva
Deva||27598713|330111||2014-02-14T21:52:39+00:00|F20 /1462 /2010|2014-02-14T21:52:39+00:00|0767771006|Hunedoara|Aleea Romanilor|0|RopotĂ Dana Simona PersoanĂ FizicĂ AutorizatĂ|Deva
PrihodiŞTe||27598853|337102||2014-02-14T21:52:44+00:00|F20 /1476 /2010|2014-02-14T21:52:44+00:00|0788607392|Hunedoara|12|0|Lupea Gheorghe Fermier PersoanĂ FizicĂ AutorizatĂ|Prihodişte
Jos||27671458|337300||2014-02-14T21:52:49+00:00|F20 /1664 /2010|2014-02-14T21:52:49+00:00|0748177952|Hunedoara|52 Lunca Cernii De|0|CoŢOlan Ion PersoanĂ FizicĂ AutorizatĂ|Lunca Cernii de Jos
Jos||27624014|337300||2014-02-14T21:52:54+00:00|F20 /1563 /2010|2014-02-14T21:52:54+00:00|0748177952|Hunedoara|41 Lunca Cernii De|0|Stoiconi Ion PersoanĂ FizicĂ AutorizatĂ|Lunca Cernii de Jos
Negoi||27624022|337307||2014-02-14T21:53:00+00:00|F20 /1564 /2010|2014-02-14T21:53:00+00:00|0748177952|Hunedoara|103|0|IonuŢ Olivia PersoanĂ FizicĂ AutorizatĂ|Negoiu
Jos||27629771|337300||2014-02-14T21:53:05+00:00|F20 /1580 /2010|2014-02-14T21:53:05+00:00||Hunedoara|4 Lunca Cernii De|0|Podean Ion PersoanĂ FizicĂ AutorizatĂ|Lunca Cernii de Jos
Clopotiva||27691447|337382||2014-02-14T21:53:09+00:00|F20 /1698 /2010|2014-02-14T21:53:09+00:00|0254776219|Hunedoara|217|0|MitucĂ Marinela PersoanĂ FizicĂ AutorizatĂ|Clopotiva
Unciuc||27691471|337391||2014-02-14T21:53:14+00:00|F20 /1701 /2010|2014-02-14T21:53:14+00:00|0754081890|Hunedoara|64|0|Iacoboni Marius Violin PersoanĂ FizicĂ AutorizatĂ|Unciuc
VĂLioara||27623841|337377||2014-02-14T21:53:19+00:00|F20 /1546 /2010|2014-02-14T21:53:19+00:00|0254775418|Hunedoara|53/1|0|Nicula Siminic PersoanĂ FizicĂ AutorizatĂ|Vălioara
Sus||27615270|337304||2014-02-14T21:53:24+00:00|F20 /1542 /2010|2014-02-14T21:53:24+00:00|0788856198|Hunedoara|92 Lunca Cernii De|0|Pascotescu Aurel PersoanĂ FizicĂ AutorizatĂ|Lunca Cernii de Sus
PĂUcineŞTi||27614959|337418||2014-02-14T21:53:29+00:00|F20 /1510 /2010|2014-02-14T21:53:29+00:00||Hunedoara|41|0|DarabanŢ Traian PersoanĂ FizicĂ AutorizatĂ|Păucineşti
Sus||27687233|337047||2014-02-14T21:53:35+00:00|F20 /1684 /2010|2014-02-14T21:53:35+00:00|0727618206|Hunedoara|43 CĂInelu De|0|HaneŞ Ioan Fermier PersoanĂ FizicĂ AutorizatĂ|Căinelu de Sus
Mada||27687144|337021||2014-02-14T21:53:40+00:00|F20 /1675 /2010|2014-02-14T21:53:40+00:00|0726534917|Hunedoara|30|0|Cazan Simion Dorel ÎNtreprindere IndividualĂ|Mada
Negoi||27687268|337307||2014-02-14T21:53:46+00:00|F20 /1687 /2010|2014-02-14T21:53:46+00:00|0748177952|Hunedoara|131|0|IonuŢ Ioan Fermier PersoanĂ FizicĂ AutorizatĂ|Negoiu
MesteacĂN||27697814|335201||2014-02-14T21:53:51+00:00|F20 /1722 /2010|2014-02-14T21:53:51+00:00|0729986210|Hunedoara|89|0|NariŢA Ioan Mixt ÎNtreprindere IndividualĂ|Mesteacăn
MicĂ||27687276|337373||2014-02-14T21:53:56+00:00|F20 /1688 /2010|2014-02-14T21:53:56+00:00|0769525611|Hunedoara|46 Ciula|0|Paveloni Neli PersoanĂ FizicĂ AutorizatĂ|Ciula Mica
Hunedoara||27759054|331087||2014-02-14T21:54:01+00:00|F20 /1760 /2010|2014-02-14T21:54:01+00:00||Hunedoara|Aleea CÂMpului 2|0|Ilie Adriana Mirabela ÎNtreprindere IndividualĂ|Hunedoara
Hunedoara||27716525|||2013-02-23T16:22:00+00:00|J20 /848 /2010|2013-09-30T18:45:28+00:00|0769693799|Hunedoara|Str. George Enescu 14|0|Cerna Farm Srl|Hunedoara
BoŞOrod||27687187|||2014-02-14T21:54:07+00:00|F20 /1679 /2010|2014-02-14T21:54:07+00:00|0254733232|Hunedoara|128|0|CÎRŢInĂ Gheorghe PersoanĂ FizicĂ AutorizatĂ|Boşorod
Pui||27687195|337345||2014-02-14T21:54:12+00:00|F20 /1680 /2010|2014-02-14T21:54:12+00:00|0755358217|Hunedoara|Str. Republicii 46|0|Vulc Vinereana PersoanĂ FizicĂ AutorizatĂ|Pui
Bobaia||27687209|337097||2014-02-14T21:54:19+00:00|F20 /1681 /2010|2014-02-14T21:54:19+00:00|0254733222|Hunedoara|31|0|ToantĂ Nicolae PersoanĂ FizicĂ AutorizatĂ|Bobaia
Poieni||27687217|337211||2014-02-14T21:54:24+00:00|F20 /1682 /2010|2014-02-14T21:54:24+00:00||Hunedoara|54|0|MĂRan Adinel PersoanĂ FizicĂ AutorizatĂ|Poieni
BĂIŢA||27732113|337045||2013-02-07T17:06:02+00:00|F20 /1748 /2010|2013-08-25T23:15:24+00:00|0254212223|Hunedoara|137|0|Jurca Rodica Cereals ÎNtreprindere IndividualĂ|Băiţa
Lupeni||27818991|335600||2014-02-14T21:54:30+00:00|J20 /915 /2010|2014-02-14T21:54:30+00:00||Hunedoara|Aleea Gorunului|0|Maradi Pin S.R.L.|Lupeni
Petrila||27836262|335800||2014-02-14T21:54:35+00:00|F20 /1810 /2010|2014-02-14T21:54:35+00:00|0732868907|Hunedoara|Str. Republicii|0|Zaharia Simona ComerŢ ÎNtreprindere IndividualĂ|Petrila
Hunedoara||27910148|331074||2013-02-23T16:08:13+00:00|F20 /35 /2011|2013-09-30T13:31:54+00:00|074099054|Hunedoara|Str. Prof.Dr. Gheorghe Marinescu 18|1|GÎLĂ Gabriela Simona ÎNtreprindere IndividualĂ|Hunedoara
PetroŞAni||28042723|332024||2014-02-14T21:54:42+00:00|J20 /169 /2011|2014-02-14T21:54:42+00:00|0722644236|Hunedoara|Str. 1 Decembrie 1918|0|Studii Proimob S.R.L.|Petroşani
PetroşAni||25125921|332040||2014-02-14T21:54:47+00:00|J20 /907 /2010|2014-02-14T21:54:47+00:00|0761649574|Hunedoara|Aleea CrÎNgului|0|Orlando Tur InternaŢIonal Srl|Petroşani
Hunedoara||27923687|331040||2014-02-14T21:54:52+00:00|J20 /50 /2011|2014-02-14T21:54:52+00:00|0727688373|Hunedoara|Str. Moldova 4|0|Annes Special S.R.L.|Hunedoara
PoieniŢA||27803028|337024||2014-02-14T21:54:57+00:00|J20 /909 /2010|2014-02-14T21:54:57+00:00||Hunedoara|55|0|Tabby Cat Investments S.R.L.|Poieniţa
HăşDăU||28030273|337486||2014-02-14T21:55:03+00:00|J20 /164 /2011|2014-02-14T21:55:03+00:00|0742118488|Hunedoara|HĂŞDĂU 120|0|ConsultanŢĂ ÎN Afaceri Sarra Srl|Hăşdău
Lupeni||27810289|335600||2014-02-14T21:55:08+00:00|F20 /1796 /2010|2014-02-14T21:55:08+00:00|0722151478|Hunedoara|Str. Viitorului 26|0|BatÎR Lidia ÎNtreprindere IndividualĂ|Lupeni
Ilia||27945740|337270||2013-03-13T09:30:07+00:00|J20 /82 /2011|2013-11-09T04:18:33+00:00|0744470616|Hunedoara|Str. Horia 1|1|Ely Complex Carm S.R.L.|Ilia
Deva||27923733|330058||2013-02-22T08:23:50+00:00|J20 /55 /2011|2013-09-27T06:47:17+00:00|0766468012|Hunedoara|B Dul Iuliu Maniu|1|Marius & Loredana Consulting S.R.L.|Deva
Hunedoara||27925840|331119||2014-02-14T21:55:14+00:00|J20 /63 /2011|2014-02-14T21:55:14+00:00|0727988550|Hunedoara|Str. George CoŞBuc 19|0|Danle Asig Consult S.R.L.|Hunedoara
Ilia||27916051|337270||2014-02-14T21:55:19+00:00|J20 /47 /2011|2014-02-14T21:55:19+00:00||Hunedoara|Str. Avram Iancu|0|Cip & Clau Select S.R.L.|Ilia
Hunedoara||27923679|331074||2013-02-23T16:08:29+00:00|J20 /49 /2011|2013-09-30T13:45:15+00:00|0723509260|Hunedoara|Str. Brazilor 38|1|Verona Style Import Srl|Hunedoara
HUNEDOARA||27925807|331080||2013-02-22T08:25:08+00:00|J20 /59 /2011|2013-09-27T07:16:32+00:00|0744692147|Hunedoara|STR. TOMIS Nr. 22|1|MIBOSIMO CONFORT S.R.L.|Hunedoara
Deva||28048904|330013||2014-02-14T21:55:26+00:00|J20 /178 /2011|2014-02-14T21:55:26+00:00|0721587947|Hunedoara|Str. Ulpia 25|0|Sab Play S.R.L.|Deva
DEVA||27993712|330092||2013-04-19T14:29:18+00:00|J20 /121 /2011|2014-01-17T07:16:12+00:00|0728787205|Hunedoara|CAL. ZĂRANDULUI,Bl.  48,Sc. A,Et. 2,Ap. 6|1|BOKY SPEED S.R.L.|Deva
Vulcan||28036748|336200||2014-02-14T21:55:32+00:00|F20 /135 /2011|2014-02-14T21:55:32+00:00|0766215849|Hunedoara|Str. Nicolae Titulescu 69 A|0|Rus Andreea Xenia PersoanĂ FizicĂ AutorizatĂ|Vulcan
HUNEDOARA||28042731|331037||2014-02-14T21:55:37+00:00|J20 /170 /2011|2014-02-14T21:55:37+00:00|0254715864|Hunedoara|STR. AVRAM IANCU Nr. 10,Bl.  C2,Sc. B,Et. 5,Ap. 49|1|IT CONCEPTS RO S.R.L.|Hunedoara
PetroŞAni||28000507|332057||2014-02-14T21:55:42+00:00|J20 /135 /2011|2014-02-14T21:55:42+00:00|0747115541|Hunedoara|Str. 1 Decembrie 1918|0|Felmar Asistent ÎN Brokeraj S.R.L.|Petroşani
Ciopeia||27995420|337444||2014-02-14T21:55:47+00:00|F20 /101 /2011|2014-02-14T21:55:47+00:00|0724074892|Hunedoara|74|0|ŞTefĂNie Ilie Daniel ÎNtreprindere IndividualĂ|Ciopeia
Deva||28016465|330160||2014-02-14T21:55:53+00:00|J20 /147 /2011|2014-02-14T21:55:53+00:00|0723133436|Hunedoara|Str. DorobanŢIlor|0|Agency Consult Leo S.R.L.|Deva
Deva||28016473|330040||2013-03-13T08:58:00+00:00|J20 /148 /2011|2013-11-08T23:16:53+00:00|0723133438|Hunedoara|Str. DorobanŢIlor|0|Accounting Agency S.R.L.|Deva
Beriu||27995411|337075||2014-02-14T21:55:59+00:00|F20 /100 /2011|2014-02-14T21:55:59+00:00|0727331985|Hunedoara||0|Clapon Claudia Sorina ÎNtreprindere IndividualĂ|Beriu
CriŞCior||28141417|337200||2013-04-04T00:30:45+00:00|J20 /247 /2011|2013-12-19T03:47:27+00:00||Hunedoara|Calea ZĂRandului 93|1|Sere Zarand S.R.L.|Crişcior
CucuiŞ||28214322|337077||2014-02-14T21:56:05+00:00|J20 /307 /2011|2014-02-14T21:56:05+00:00|0762591308|Hunedoara|4|0|Forsilv Special S.R.L. D.|Cucuiş
Simeria||28141395|335900||2014-02-14T21:56:10+00:00|J20 /245 /2011|2014-02-14T21:56:10+00:00||Hunedoara|Str. Progresului 66|0|Roca Marm S.R.L.|Simeria
Deva||28177011|330091||2014-02-14T21:56:16+00:00|J20 /290 /2011|2014-02-14T21:56:16+00:00|0726766295|Hunedoara|Str. Mihai Viteazu|0|Dgv Chrome S.R.L.|Deva
BoŞOrod||28108755|337095||2014-02-14T21:56:20+00:00|F20 /193 /2011|2014-02-14T21:56:20+00:00|0766287679|Hunedoara|20|0|BÎRceanu Liviu Daniel ÎNtreprindere IndividualĂ|Boşorod
HaŢEg||28141433|335500||2014-02-14T21:56:25+00:00|J20 /249 /2011|2014-02-14T21:56:25+00:00|0754037893|Hunedoara|Str. 1 Mai 1|0|Ari Formet S.R.L.|Haţeg
Sus||28554367|337420||2014-02-14T21:56:30+00:00|J20 /579 /2011|2014-02-14T21:56:30+00:00||Hunedoara|47 SĂLaŞU De|0|Andu Contex S.R.L.|Sălaşu de Sus
Deva||28141409|330141||2011-12-30T13:20:45+00:00|J20 /246 /2011|2013-11-27T14:00:35+00:00|0729810616|Hunedoara|Str. Horia 98|0|Alina Cressus Gold S.R.L.|Deva
Hunedoara||28241718|331003||2013-02-23T16:10:13+00:00|J20 /333 /2011|2013-09-30T14:00:48+00:00|0769239860|Hunedoara|Cart. HĂŞDat 10 A|1|Victory Select S.R.L.|Hunedoara
PetroŞAni||28961620|332020||2014-02-14T21:56:37+00:00|J20 /806 /2011|2014-02-14T21:56:37+00:00|0731508142|Hunedoara|Str. 22 Decembrie 6|0|Rotex Yarns S.R.L.|Petroşani
CĂStĂU||28487241|337076||2014-02-14T21:56:43+00:00|F20 /458 /2011|2014-02-14T21:56:43+00:00|0743488725|Hunedoara|279 B|0|PÎNdaru Sandu Nicolae PersoanĂ FizicĂ AutorizatĂ|Căstău
PetroŞAni||28888391|332085||2014-02-14T21:56:51+00:00|F20 /1017 /2011|2014-02-14T21:56:51+00:00|0766221481|Hunedoara|Str. IndependenŢEi|0|Voicu Gianina Claudia PersoanĂ FizicĂ AutorizatĂ|Petroşani
Vaidei||28645317|337414||2014-02-14T21:56:56+00:00|J20 /647 /2011|2014-02-14T21:56:56+00:00|0784000777|Hunedoara|361|0|Sarmis Play S.R.L.|Vaidei
SÎNgiorgiului||28495139|335312||2014-02-14T21:57:01+00:00|F20 /466 /2011|2014-02-14T21:57:01+00:00|0746057881|Hunedoara|113 Valea|0|AvrĂMescu Gabriel Ioan PersoanĂ FizicĂ AutorizatĂ|Valea Sângeorgiului
Hunedoara||28495082|331023||2014-02-14T21:57:07+00:00|F20 /461 /2011|2014-02-14T21:57:07+00:00|0747025561|Hunedoara|B Dul Traian 2 Bis|0|Cocioban Nicoleta Liliana PersoanĂ FizicĂ AutorizatĂ|Hunedoara
PETROŞANI||28570664|332041||2014-02-14T21:57:12+00:00|F20 /531 /2011|2014-02-14T21:57:12+00:00|0726900909|Hunedoara|STR. AVRAM IANCU,Bl.  10,Sc. 1,Et. 7,Ap. 21|1|BOB VASILE RAUL INFO ÎNTREPRINDERE INDIVIDUALĂ|Petroşani
DEVA||28589810|330141||2014-02-14T21:57:18+00:00|J20 /599 /2011|2014-02-14T21:57:18+00:00|0741107809|Hunedoara|STR. BARBU LĂUTARU Nr. 30|1|DORA EDILCONS S.R.L.|Deva
PetroŞAni||28539448|332009||2014-02-14T21:57:23+00:00|J20 /568 /2011|2014-02-14T21:57:23+00:00|0722420401|Hunedoara|Str. 1 Decembrie 1918|0|Code Publimedia S.R.L.|Petroşani
SÂNtuhalm||28549522|330004||2014-02-14T21:57:29+00:00|J20 /575 /2011|2014-02-14T21:57:29+00:00|0726677124|Hunedoara|Str. Valea Cernei 1 E|0|Solar Ecomonde S.R.L.|Sântuhalm
Santuhalm||17815637|330004||2014-02-14T21:57:34+00:00|J20 /1219 /2005|2014-02-14T21:57:34+00:00|0723695266|Hunedoara|12|0|Tonch Seminee Srl|Sântuhalm
Pricaz||28303977|337496||2012-12-04T14:50:59+00:00|J20 /388 /2011|2013-09-05T00:16:40+00:00|0744994094|Hunedoara|219|1|Alia Vita Cm S.R.L.|Pricaz
Pricaz||28303993|337496||2014-02-14T21:57:40+00:00|J20 /390 /2011|2014-02-14T21:57:40+00:00|0755015471|Hunedoara|219|0|Vox Dei Dc S.R.L.|Pricaz
CĂLan||28233634|335300||2014-02-14T21:57:46+00:00|F20 /266 /2011|2014-02-14T21:57:46+00:00|0751251369|Hunedoara|Str. PrimĂVerii 5|0|Platinca Ariela Emiliana PersoanĂ FizicĂ AutorizatĂ|Călan
Lunca||28233626|337009||2014-02-14T21:57:54+00:00|F20 /265 /2011|2014-02-14T21:57:54+00:00|0743951266|Hunedoara|110|1|Cioara Viorela Nicoleta PersoanĂ FizicĂ AutorizatĂ|Lunca
Hunedoara||28311686|331057||2014-02-14T21:57:59+00:00|J20 /395 /2011|2014-02-14T21:57:59+00:00|0722331190|Hunedoara|Str. Pictor Theodor Aman 13|0|Swiss Cafe Gourmet S.R.L.|Hunedoara
DEVA||28528295|330148||2013-04-18T06:09:48+00:00|J20 /556 /2011|2014-01-14T19:00:23+00:00|0758010781|Hunedoara|STR. MIHAI EMINESCU,Bl.  Z2,Sc. 1,Et. 4,Ap. 20|1|MASTER BUILDING CONS SRL|Deva
Deva||28479230|330100||2014-02-14T21:58:05+00:00|F20 /450 /2011|2014-02-14T21:58:05+00:00|0721499719|Hunedoara|Str. MĂRĂŞTi|0|Strutenschi Nicolae Gavril PersoanĂ FizicĂ AutorizatĂ|Deva
Deva||28555818|330146||2014-02-14T21:58:10+00:00|F20 /525 /2011|2014-02-14T21:58:10+00:00|0730184089|Hunedoara|Aleea Streiului|0|Timofe Sorin Constantin ÎNtreprindere IndividualĂ|Deva
DEVA||16668970|330073||2012-08-02T13:03:08+00:00|J20 /1204 /2004|2013-09-19T23:16:31+00:00|0745251761|Hunedoara|ALE. CONSTRUCTORILOR,Bl.  E4,Ap. 9|1|CATA CONF S.R.L.|Deva
Vulcan||21207395|336200||2014-02-14T21:58:16+00:00|F20 /919 /2004|2014-02-14T21:58:16+00:00|0723175916|Hunedoara|Str. N. Titulescu 38|0|Neagoe Dumitru Persoana Fizica Autorizata|Vulcan
Deva||17792932|330111||2014-02-14T21:58:21+00:00|J20 /1178 /2005|2014-02-14T21:58:21+00:00||Hunedoara|Str. Aleea Romanilor|0|Maritax 2005 S.R.L.|Deva
Deva||17802467|||2013-11-20T01:02:39+00:00|J20 /1203 /2005|2013-11-20T01:02:39+00:00|213879|Hunedoara|Str. ÎMpĂRatul Traian|1|InstalaŢIi Electrice Srl|Deva
Pui||17875140|337345||2014-02-14T21:58:28+00:00|J20 /1306 /2005|2014-02-14T21:58:28+00:00||Hunedoara|Str. Republicii 63|0|Fiuggi Srl|Pui
Hunedoara||26931517|331071||2014-02-14T21:58:34+00:00|F20 /518 /2010|2014-02-14T21:58:34+00:00|0765720618|Hunedoara|Str. ŞTefan Cel Mare 1|0|Burciu Lucian Marius ÎNtreprindere IndividualĂ|Hunedoara
HaŢEg||26865499|335500||2014-02-14T21:58:39+00:00|J20 /354 /2010|2014-02-14T21:58:39+00:00||Hunedoara|Str. Tudor Vladimirescu 9|0|ŞHalom Florin S.R.L.|Haţeg
OrĂŞTie||26856741|335700||2014-02-14T21:58:44+00:00|F20 /436 /2010|2014-02-14T21:58:44+00:00|0254242769|Hunedoara|B Dul Nicolae BĂLcescu|0|TrufaŞ Saveta ÎNtreprindere IndividualĂ|Orăştie
Deva||26871490|330040||2014-02-14T21:58:50+00:00|F20 /459 /2010|2014-02-14T21:58:50+00:00|0763534977|Hunedoara|Aleea MoŢIlor|0|Pasolea Cornelia Adriana PersoanĂ FizicĂ AutorizatĂ|Deva
ORŞ. ANINOASA||26936824|335100||2014-01-15T07:32:52+00:00|J20 /393 /2010|2014-01-15T07:32:52+00:00|0722514768|Hunedoara|STR. DĂNUŢONI Nr. 365B|1|ORIAN INDUSTRY S.R.L.|Aninoasa
Hunedoara||26993188|331101||2013-03-13T09:09:43+00:00|J20 /432 /2010|2013-11-09T01:19:39+00:00|0721895612|Hunedoara|Str. Zambilelor 2|0|Bici Supersport S.R.L.|Hunedoara
Hunedoara||26972959|331064||2014-02-14T21:58:57+00:00|F20 /577 /2010|2014-02-14T21:58:57+00:00||Hunedoara|Str. Viorele 6|0|BrÎNzĂ Constantin Sorin PersoanĂ FizicĂ AutorizatĂ|Hunedoara
StejĂRel||27018174|337314||2014-02-14T21:59:02+00:00|J20 /447 /2010|2014-02-14T21:59:02+00:00|0762680004|Hunedoara|69|0|Darius Nova S.R.L.|Stejărel
OrĂŞTie||27153081|335700||2014-02-14T21:59:07+00:00|F20 /747 /2010|2014-02-14T21:59:07+00:00|0049535137265|Hunedoara|Str. Viilor 11|0|Schunemann ÎNtreprindere IndividualĂ|Orăştie
Deva||27113184|330118||2014-02-14T21:59:12+00:00|F20 /701 /2010|2014-02-14T21:59:12+00:00|0728772914|Hunedoara|Str. Mihail Eminescu|0|Borodi Liviu PersoanĂ FizicĂ AutorizatĂ|Deva
PetroŞAni||17515761|||2014-02-14T21:59:18+00:00|J20 /473 /2010|2014-02-14T21:59:18+00:00||Hunedoara|Str. 1 Iunie|0|Art Georgie's S.R.L.|Petroşani
Petrila||27100680|335800||2014-02-14T21:59:23+00:00|F20 /685 /2010|2014-02-14T21:59:23+00:00|0762779479|Hunedoara|Str. 8 Martie|0|Constantin Alexandrina Cristina ÎNtreprindere IndividualĂ|Petrila
CĂLan||26980706|335300||2014-02-14T21:59:28+00:00|J20 /425 /2010|2014-02-14T21:59:28+00:00||Hunedoara|Str. IndependenŢEi|0|Andi Cris Club S.R.L.|Călan
DÎLjii||26942117|337392||2014-02-14T21:59:33+00:00|F20 /533 /2010|2014-02-14T21:59:33+00:00|0745545315|Hunedoara|127 Valea|0|IovĂNeasĂ Pavel ÎNtreprindere IndividualĂ|Valea Dâljii
HaţEg||26960946|335500||2014-02-14T21:59:38+00:00|F20 /561 /2010|2014-02-14T21:59:38+00:00|0766613851|Hunedoara|Str. Cimitirului 1|0|ŞTefoni Corneliu ÎNtreprindere IndividualĂ|Haţeg
GovăJdia||27216236|337241||2013-02-23T16:09:30+00:00|J20 /581 /2010|2013-09-30T13:47:02+00:00|0729214670|Hunedoara|GovĂJdia 31b|1|Dacrimo Srl|Govăjdia
Hunedoara||27058306|331137||2014-02-14T21:59:45+00:00|F20 /649 /2010|2014-02-14T21:59:45+00:00|0741210043|Hunedoara|Str. IndependenŢEi 1|0|Bursuc ŞTefinstal ÎNtreprindere IndividualĂ|Hunedoara
Deva||27278000|330021||2014-02-14T21:59:50+00:00|J20 /627 /2010|2014-02-14T21:59:50+00:00|0720610710|Hunedoara|B Dul Iuliu Maniu|0|Adriela Universal S.R.L.|Deva
Deva||27058268|330144||2014-02-14T21:59:55+00:00|F20 /645 /2010|2014-02-14T21:59:55+00:00|0726705879|Hunedoara|Str. Bejan|0|Bancu George PersoanĂ FizicĂ AutorizatĂ|Deva
HaŢEg||27368765|335500||2014-02-14T22:00:00+00:00|J20 /686 /2010|2014-02-14T22:00:00+00:00|0740684107|Hunedoara|Aleea Trandafirilor 2|1|Ilie Bejat S.R.L.|Haţeg
VĂLiŞOara||27063485|337520||2014-02-14T22:00:06+00:00|F20 /653 /2010|2014-02-14T22:00:06+00:00|0724234084|Hunedoara|176|0|TebieŞ Lia Florall ÎNtreprindere IndividualĂ|Vălişoara
Hunedoara||27281986|331145||2013-02-23T16:06:55+00:00|F20 /869 /2010|2013-09-30T13:30:11+00:00|0722223518|Hunedoara|Str. Zlasti 16 E|0|Sulu Virgil ÎNtreprindere IndividualĂ|Hunedoara
PetroŞAni||27067118|332015||2014-02-14T22:00:13+00:00|J20 /487 /2010|2014-02-14T22:00:13+00:00|0766492751|Hunedoara|Str. Anton Pann 104|1|Benita Invest S.R.L.|Petroşani
VorŢA||27182761|337540||2014-02-14T22:00:19+00:00|J20 /557 /2010|2014-02-14T22:00:19+00:00||Hunedoara|106|1|Rami Total Proiect S.R.L.|Vorţa
Geoagiu||27063507|335400||2014-02-14T22:00:27+00:00|F20 /655 /2010|2014-02-14T22:00:27+00:00|0742280123|Hunedoara|Str. Calea Romanilor|0|PilŢ Elena Style PersoanĂ FizicĂ AutorizatĂ|Geoagiu
Deva||27148972|330087||2014-02-14T22:00:33+00:00|J20 /529 /2010|2014-02-14T22:00:33+00:00|0726529117|Hunedoara|B Dul 1 Decembrie|0|Blue Style Fashion S.R.L.|Deva
